ccid,name,sex,age,channel_id,mobile,province,city,id
CU17013219657348,曹先生,男,44,100000008,13049716502,福建省,南岔区,469001195608311626
CU17018526783109,顾先生,男,39,100000004,15390748162,河南省,五常市,620111201210122043
CU17028936584210,茅先生,男,38,100000000,15685143607,广西壮族自治区,榆社县,441402194807072516
CU17018964753012,堪女士,女,30,100000009,17931982547,青海省,灯塔市,150721196508181015
CU17014153640782,唐女士,女,34,100000008,17997862451,广东省,杏花岭区,50010919660102268X
CU17024796480215,岑女士,女,40,100000001,13338942176,广东省,大东区,51010619900624130X
CU17020025863947,吴先生,男,24,100000002,15162873410,江西省,建昌县,150821197108302075
CU17026130529874,柏小姐,女,45,100000000,17297248103,江西省,临汾市,370306200312142502
CU17019621083475,明女士,女,59,100000005,18778026951,湖南省,宣化区,340401199707251142
CU17028589237401,禹先生,男,58,100000001,13798765134,山西省,阳原县,430702198004072586
CU17022083165297,贺先生,男,59,100000004,15996504128,天津市,赤城县,52232719720227246X
CU17026072519863,董先生,男,42,100000007,18661750394,台湾省,林甸县,210282199008271149
CU17021718439562,尤小姐,女,35,100000004,14787162950,辽宁省,图们市,430725194111062606
CU17019159478062,廉小姐,女,44,100000004,15906284537,香港特别行政区,邢台县,640521197702061663
CU17014816043952,贝小姐,女,38,100000000,17214690278,陕西省,廊坊市,230124197902081119
CU17024948157062,汪小姐,女,59,100000002,18050864391,陕西省,拜泉县,330723198909202322
CU17018485123906,穆小姐,女,26,100000009,17918275069,香港特别行政区,磴口县,210803200010291469
CU17016356791480,于女士,女,33,100000006,18046120735,澳门特别行政区,城区,450109200810221286
CU17011308452196,陶小姐,女,28,100000001,13738017542,安徽省,开原市,621001200809272583
CU17023529871036,皮小姐,女,34,100000001,15973098516,新疆维吾尔自治区,衡水市,50011419490922283X
CU17024836754192,钱女士,女,44,100000005,18896287351,河北省,牙克石市,370285198406141792
CU17028930564712,岑小姐,女,54,100000004,13428359647,青海省,奈曼旗,640202201310282043
CU17019905627834,彭女士,女,30,100000004,17906479852,广西壮族自治区,扎赉诺尔区,220523201009101659
CU17017978165240,马女士,女,40,100000004,13379843651,重庆市,呼伦贝尔市,450312199003132216
CU17011387624901,卫小姐,女,52,100000000,13335421078,山东省,顺义区,420105194301271356
CU17028142950768,冯小姐,女,22,100000003,13894578263,湖北省,襄汾县,230382194502182659
CU17019960824315,岑先生,男,60,100000009,18859142730,海南省,红山区,50011219500323276X
CU17025291856743,陈女士,女,22,100000003,18958429031,福建省,科尔沁左翼中旗,411402199011281716
CU17013160358247,葛女士,女,23,100000001,13536508274,宁夏回族自治区,枣强县,52062519890507244X
CU17019901845327,赵小姐,女,48,100000008,18541906538,山西省,文安县,630121198701132853
CU17020395728641,郎女士,女,53,100000000,13330514728,山东省,抚顺县,141101196404182105
CU17024402813675,苏小姐,女,47,100000009,17892514378,重庆市,敖汉旗,410302194002041716
CU17028354281967,唐小姐,女,50,100000002,15016827940,黑龙江省,密山市,140121199504221095
CU17016437618095,唐女士,女,55,100000006,17547610982,陕西省,中阳县,652825198507221913
CU17021269310847,董小姐,女,25,100000009,13037056148,青海省,容城县,140226196505232875
CU17016302971846,茅小姐,女,55,100000007,18528409617,江西省,辽阳县,130302200207211615
CU17021139452867,臧小姐,女,43,100000009,13442603985,香港特别行政区,海勃湾区,610404197805131493
CU17026576809123,常女士,女,58,100000002,18368135047,上海市,吉县,421001195408242356
CU17026269713045,戴女士,女,20,100000005,17450986271,内蒙古自治区,乌兰浩特市,130733195502041125
CU17024539682170,萧先生,男,38,100000000,13194208673,北京市,隰县,620122197711272483
CU17024826713509,时小姐,女,38,100000004,18787516943,内蒙古自治区,美溪区,341203197202022602
CU17013615204739,韦先生,男,20,100000003,13049152876,青海省,宁江区,130732198905052505
CU17012391572604,郑小姐,女,39,100000003,18294813705,黑龙江省,西丰县,350424198908012972
CU17027245903867,殷先生,男,33,100000001,14760947183,青海省,朔州市,52052519670426153X
CU17024816403792,华先生,男,44,100000000,18958290143,青海省,新邱区,53082719930517239X
CU17019831095764,戴小姐,女,42,100000001,15290278436,河南省,邯郸市,350527200003302482
CU17011857192460,平女士,女,57,100000003,18036517840,广西壮族自治区,土默特左旗,441225196111052526
CU17017053762941,凤女士,女,56,100000003,17961208743,甘肃省,西城区,450107196307022186
CU17014123679850,云先生,男,50,100000002,17214568792,香港特别行政区,复兴区,210727193704041599
CU17015840637192,黄小姐,女,49,100000009,13932498176,重庆市,孟村回族自治县,411024193810072866
CU17014915360842,卫小姐,女,50,100000009,13878350624,台湾省,抚顺县,632621196207011873
CU17017193428675,卞女士,女,31,100000004,18116320984,台湾省,四平市,330602197109022822
CU17016435786902,俞小姐,女,50,100000004,18754026789,湖南省,安次区,654226196907172883
CU17024406891725,孟女士,女,43,100000006,13265294178,重庆市,城区,230811201301151749
CU17021234096815,毛小姐,女,29,100000005,18797830126,湖南省,翠峦区,130627199209292915
CU17014042786315,臧女士,女,35,100000006,18880534196,海南省,迁安市,410326199405182736
CU17017329185064,尹女士,女,56,100000009,18640796153,广东省,丰镇市,210104193904281489
CU17019695408317,孔女士,女,42,100000001,18246502183,台湾省,城子河区,51082319860723163X
CU17027521403968,葛女士,女,22,100000006,13307295368,山西省,肇州县,320508193104261642
